CODES,SITE,PLOT,DATE,SAMPLE_ID,NUMBER_FLOWERS_COLLECTED,TO_SKIP,REPLICATES
FH,60,9,20180420,FH-60-09-20180420,5,,
FH,60,10,20180216,FH-60-10-20180216,7,,
FH,60,10,20180420,FH-60-10-20180420,14,,
FH,1,7,20180409,FH-01-07-20180409,39,,
FH,1,7,20180423,FH-01-07-20180423,96,,
FH,1,7,20180507,FH-01-07-20180507,73,,
FH,1,7,20180518,FH-01-07-20180518,46,,
FH,1,8,20180409,FH-01-08-20180409,51,,
FH,1,8,20180423,FH-01-08-20180423,100,,
FH,1,8,20180507,FH-01-08-20180507,77,,
FH,1,8,20180518,FH-01-08-20180518,27,,
FH,1,7,20190401,FH-01-07-20190401,17,,
FH,1,7,20190415,FH-01-07-20190415,59,,
FH,1,7,20190429,FH-01-07-20190429,19,,
FH,1,7,20190513,FH-01-07-20190513,20,,
FH,1,7,20190528,FH-01-07-20190528,16,,
FH,1,8,20190220,FH-01-08-20190220,3,,
FH,1,8,20190401,FH-01-08-20190401,68,,
FH,1,8,20190415,FH-01-08-20190415,100,,
FH,1,8,20190429,FH-01-08-20190429,35,,
FH,1,8,20190513,FH-01-08-20190513,34,,
FH,1,8,20190528,FH-01-08-20190528,35,,
FH,2,11,20180405,FH-02-11-20180405,18,,
FH,2,11,20180420,FH-02-11-20180420,34,,
FH,4,7,20180306,FH-04-07-20180306,100,,
FH,4,7,20180321,FH-04-07-20180321,100,,
FH,4,8,20180306,FH-04-08-20180306,100,,
FH,4,8,20180321,FH-04-08-20180321,100,,
FH,4,7,20190208,FH-04-07-20190208,12,,
FH,4,7,20190221,FH-04-07-20190221,45,,
FH,4,8,20190208,FH-04-08-20190208,12,,
FH,4,8,20190221,FH-04-08-20190221,36,,
FH,5,7,20180411,FH-05-07-20180411,101,,
FH,5,7,20180426,FH-05-07-20180426,101,,
FH,5,8,20180411,FH-05-08-20180411,101,,
FH,5,8,20180426,FH-05-08-20180426,101,,
FH,5,7,20190312,FH-05-07-20190312,100,,
FH,5,8,20190312,FH-05-08-20190312,35,,
FH,6,7,20180328,FH-06-07-20180328,100,,
FH,6,7,20180412,FH-06-07-20180412,100,,
FH,6,7,20180425,FH-06-07-20180425,35,,
FH,6,8,20180328,FH-06-08-20180328,77,,
FH,6,8,20180412,FH-06-08-20180412,100,,
FH,6,8,20180425,FH-06-08-20180425,25,,
FH,6,7,20190212,FH-06-07-20190212,22,,
FH,6,7,20190226,FH-06-07-20190226,15,,
FH,6,8,20190212,FH-06-08-20190212,27,,
FH,6,8,20190226,FH-06-08-20190226,6,,
FH,9,7,20180420,FH-09-07-20180420,13,,
FH,9,7,20180504,FH-09-07-20180504,103,,
FH,9,7,20180518,FH-09-07-20180518,2,,
FH,9,8,20180420,FH-09-08-20180420,2,,
FH,9,8,20180504,FH-09-08-20180504,62,,
FH,9,8,20180518,FH-09-08-20180518,5,,
FH,9,8,20180531,FH-09-08-20180531,6,,
FH,9,7,20190604,FH-09-07-20190604,1,,
FH,10,7,20180130,FH-10-07-20180130,8,,
FH,10,7,20180215,FH-10-07-20180215,14,,
FH,10,7,20180301,FH-10-07-20180301,10,,
FH,10,8,20180215,FH-10-08-20180215,1,,
FH,10,8,20190206,FH-10-08-20190206,1,,
FH,10,8,20190308,FH-10-08-20190308,1,,
FH,10,8,20190322,FH-10-08-20190322,2,,
FH,11,7,20180430,FH-11-07-20180430,7,,
FH,11,7,20180515,FH-11-07-20180515,9,,
FH,11,7,20180529,FH-11-07-20180529,1,,
FH,11,8,20180430,FH-11-08-20180430,5,,
FH,11,8,20180515,FH-11-08-20180515,9,,
FH,11,7,20190508,FH-11-07-20190508,5,,
FH,12,8,20180427,FH-12-08-20180427,3,,
FH,12,8,20180511,FH-12-08-20180511,2,,
FH,12,8,20180525,FH-12-08-20180525,2,,
FH,12,9,20180427,FH-12-09-20180427,5,,
FH,12,9,20180511,FH-12-09-20180511,4,,
FH,12,9,20180525,FH-12-09-20180525,3,,
FH,13,7,20180307,FH-13-07-20180307,2,,
FH,13,7,20181103,FH-13-07-20181103,1,,
FH,13,8,20180405,FH-13-08-20180405,2,,
FH,13,7,20190122,FH-13-07-20190122,1,,
FH,13,7,20190208,FH-13-07-20190208,2,,
FH,13,7,20190222,FH-13-07-20190222,6,,
FH,13,7,20190309,FH-13-07-20190309,2,,
FH,13,7,20190322,FH-13-07-20190322,1,,
FH,13,8,20190208,FH-13-08-20190208,1,,
FH,13,8,20190222,FH-13-08-20190222,1,,
FH,13,8,20190309,FH-13-08-20190309,1,,
FH,23,7,20180522,FH-23-07-20180522,22,,
FH,23,7,20180531,FH-23-07-20180531,94,,
FH,23,7,20180609,FH-23-07-20180609,100,,
FH,23,8,20180522,FH-23-08-20180522,39,,
FH,23,8,20180531,FH-23-08-20180531,100,,
FH,23,8,20180609,FH-23-08-20180609,100,,
FH,24,9,20180527,FH-24-09-20180527,10,,
FH,24,9,20180617,FH-24-09-20180617,24,,
FH,24,9,20180729,FH-24-09-20180729,14,,
FH,24,10,20180527,FH-24-10-20180527,11,,
FH,24,10,20190706,FH-24-10-20190706,5,,
FH,24,10,20190816,FH-24-10-20190816,2,,
FH,25,7,20180418,FH-25-07-20180418,33,,
FH,25,7,20180502,FH-25-07-20180502,17,,
FH,25,7,20180527,FH-25-07-20180527,30,,
FH,25,8,20180418,FH-25-08-20180418,8,,
FH,25,8,20180502,FH-25-08-20180502,10,,
FH,25,7,20190403,FH-25-07-20190403,23,,
FH,25,7,20190421,FH-25-07-20190421,23,,
FH,25,7,20190508,FH-25-07-20190508,11,,
FH,25,7,20190523,FH-25-07-20190523,10,,
FH,25,8,20190403,FH-25-08-20190403,8,,
FH,25,8,20190421,FH-25-08-20190421,7,,
FH,25,8,20190508,FH-25-08-20190508,6,,
FH,25,8,20190523,FH-25-08-20190523,3,,
FH,26,7,20180304,FH-26-07-20180304,13,,
FH,26,8,20180221,FH-26-08-20180221,2,,
FH,26,8,20180304,FH-26-08-20180304,12,,
FH,27,10,20180605,FH-27-10-20180605,1,,
FH,27,11,20180605,FH-27-11-20180605,2,,
FH,27,10,20190508,FH-27-10-20190508,1,,
FH,27,11,20190427,FH-27-11-20190427,4,,
FH,27,11,20190508,FH-27-11-20190508,1,,
FH,28,7,20180305,FH-28-07-20180305,66,,
FH,28,7,20180323,FH-28-07-20180323,100,,
FH,28,7,20180409,FH-28-07-20180409,71,,
FH,28,7,20180422,FH-28-07-20180422,46,,
FH,28,8,20180305,FH-28-08-20180305,61,,
FH,28,8,20180323,FH-28-08-20180323,86,,
FH,28,8,20180409,FH-28-08-20180409,30,,
FH,28,8,20180422,FH-28-08-20180422,53,,
FH,28,7,20190308,FH-28-07-20190308,4,,
FH,28,7,20190322,FH-28-07-20190322,10,,
FH,28,7,20190407,FH-28-07-20190407,7,,
FH,28,7,20190425,FH-28-07-20190425,2,,
FH,28,8,20190322,FH-28-08-20190322,10,,
FH,28,8,20190407,FH-28-08-20190407,3,,
FH,28,8,20190425,FH-28-08-20190425,3,,
FH,32,7,20180131,FH-32-07-20180131,12,,
FH,32,7,20180219,FH-32-07-20180219,64,,
FH,32,7,20180309,FH-32-07-20180309,100,,
FH,32,8,20180131,FH-32-08-20180131,10,,
FH,32,8,20180219,FH-32-08-20180219,37,,
FH,32,8,20180309,FH-32-08-20180309,78,,
FH,32,8,20190130,FH-32-08-20190130,3,,
FH,32,8,20190214,FH-32-08-20190214,8,,
FH,33,9,20190418,FH-33-09-20190418,23,,
FH,33,11,20190418,FH-33-11-20190418,25,,
FH,37,7,20180529,FH-37-07-20180529,20,,
FH,37,7,20180706,FH-37-07-20180706,2,,
FH,37,8,20180529,FH-37-08-20180529,25,,
FH,42,7,20180419,FH-42-07-20180419,140,,
FH,42,7,20180506,FH-42-07-20180506,3,,
FH,42,8,20180419,FH-42-08-20180419,113,,
FH,42,8,20180506,FH-42-08-20180506,1,,
FH,42,7,20190525,FH-42-07-20190525,5,,
FH,42,8,20190525,FH-42-08-20190525,3,,
FH,43,7,20180206,FH-43-07-20180206,22,,
FH,43,7,20180221,FH-43-07-20180221,38,,
FH,43,7,20180314,FH-43-07-20180314,34,,
FH,43,7,20180328,FH-43-07-20180328,22,,
FH,43,8,20180206,FH-43-08-20180206,10,,
FH,43,8,20180221,FH-43-08-20180221,44,,
FH,43,8,20180314,FH-43-08-20180314,32,,
FH,43,8,20180328,FH-43-08-20180328,23,,
FH,45,7,20180411,FH-45-07-20180411,150,,
FH,45,7,20180425,FH-45-07-20180425,17,,
FH,45,8,20180411,FH-45-08-20180411,130,,
FH,45,8,20180425,FH-45-08-20180425,50,,
FH,45,7,20190215,FH-45-07-20190215,6,,
FH,45,7,20190304,FH-45-07-20190304,7,,
FH,46,7,20180404,FH-46-07-20180404,56,,
FH,46,7,20180418,FH-46-07-20180418,100,,
FH,46,7,20180502,FH-46-07-20180502,94,,
FH,46,7,20180516,FH-46-07-20180516,31,,
FH,46,8,20180404,FH-46-08-20180404,100,,
FH,46,8,20180418,FH-46-08-20180418,100,,
FH,46,8,20180502,FH-46-08-20180502,90,,
FH,46,8,20180516,FH-46-08-20180516,37,,
FH,46,7,20190410,FH-46-07-20190410,100,,
FH,46,7,20190424,FH-46-07-20190424,61,,
FH,46,7,20190508,FH-46-07-20190508,25,,
FH,46,7,20190522,FH-46-07-20190522,20,,
FH,46,8,20190410,FH-46-08-20190410,100,,
FH,46,8,20190424,FH-46-08-20190424,26,,
FH,46,8,20190508,FH-46-08-20190508,25,,
FH,46,8,20190522,FH-46-08-20190522,15,,
FH,48,12,20180618,FH-48-12-20180618,11,,
FH,49,7,20180410,FH-49-07-20180410,107,,
FH,49,7,20180507,FH-49-07-20180507,3,,
FH,49,7,20181025,FH-49-07-20181025,2,,
FH,49,7,20181108,FH-49-07-20181108,10,,
FH,49,7,20181122,FH-49-07-20181122,9,,
FH,49,8,20180410,FH-49-08-20180410,128,,
FH,49,8,20180423,FH-49-08-20180423,14,,
FH,49,8,20180507,FH-49-08-20180507,8,,
FH,49,8,20181108,FH-49-08-20181108,2,,
FH,49,7,20190320,FH-49-07-20190320,14,,
FH,49,7,20190405,FH-49-07-20190405,87,,
FH,49,7,20190417,FH-49-07-20190417,96,,
FH,49,7,20190507,FH-49-07-20190507,20,,
FH,49,7,20190521,FH-49-07-20190521,21,,
FH,49,8,20190320,FH-49-08-20190320,6,,
FH,49,8,20190405,FH-49-08-20190405,14,,
FH,49,8,20190417,FH-49-08-20190417,11,,
FH,49,8,20190507,FH-49-08-20190507,6,,
FH,49,8,20190521,FH-49-08-20190521,5,,
FH,52,9,20180417,FH-52-09-20180417,22,,
FH,52,9,20180502,FH-52-09-20180502,37,,
FH,52,10,20180417,FH-52-10-20180417,10,,
FH,52,10,20180502,FH-52-10-20180502,22,,
FH,52,9,20190322,FH-52-09-20190322,21,,
FH,52,9,20190402,FH-52-09-20190402,100,,
FH,52,9,20190417,FH-52-09-20190417,100,,
FH,52,9,20190426,FH-52-09-20190426,44,,
FH,52,10,20190322,FH-52-10-20190322,15,,
FH,52,10,20190402,FH-52-10-20190402,70,,
FH,52,10,20190417,FH-52-10-20190417,80,,
FH,52,10,20190426,FH-52-10-20190426,13,,
FH,53,7,20180413,FH-53-07-20180413,13,,
FH,53,7,20180420,FH-53-07-20180420,105,,
FH,53,7,20180504,FH-53-07-20180504,11,,
FH,53,8,20180413,FH-53-08-20180413,3,,
FH,53,8,20180420,FH-53-08-20180420,18,,
FH,53,8,20180504,FH-53-08-20180504,6,,
FH,53,7,20190405,FH-53-07-20190405,23,,
FH,53,7,20190417,FH-53-07-20190417,108,,
FH,53,7,20190426,FH-53-07-20190426,57,,
FH,53,8,20190405,FH-53-08-20190405,6,,
FH,53,8,20190417,FH-53-08-20190417,99,,
FH,53,8,20190426,FH-53-08-20190426,42,,
FH,54,7,20180115,FH-54-07-20180115,15,,
FH,54,7,20180314,FH-54-07-20180314,62,,
FH,54,7,20180328,FH-54-07-20180328,100,,
FH,54,7,20180412,FH-54-07-20180412,100,,
FH,54,7,20180427,FH-54-07-20180427,14,,
FH,54,8,20180115,FH-54-08-20180115,12,,
FH,54,8,20180314,FH-54-08-20180314,72,,
FH,54,8,20180328,FH-54-08-20180328,100,,
FH,54,8,20180412,FH-54-08-20180412,100,,
FH,54,8,20180427,FH-54-08-20180427,18,,
FH,55,7,20180412,FH-55-07-20180412,2,,
FH,55,8,20180312,FH-55-08-20180312,3,,
FH,55,8,20180326,FH-55-08-20180326,2,,
FH,55,8,20180412,FH-55-08-20180412,20,,
FH,55,8,20190421,FH-55-08-20190421,7,,
FH,55,8,20190506,FH-55-08-20190506,6,,
FH,55,8,20190521,FH-55-08-20190521,6,,
FH,57,10,20180425,FH-57-10-20180425,5,,
FH,57,10,20180508,FH-57-10-20180508,19,,
FH,57,10,20180523,FH-57-10-20180523,3,,
FH,57,10,20180919,FH-57-10-20180919,2,,
FH,57,10,20181003,FH-57-10-20181003,12,,
FH,57,10,20181015,FH-57-10-20181015,19,,
FH,57,10,20181030,FH-57-10-20181030,9,,
FH,57,10,20181114,FH-57-10-20181114,3,,
FH,57,12,20180411,FH-57-12-20180411,37,,
FH,57,12,20180425,FH-57-12-20180425,35,,
FH,57,12,20180508,FH-57-12-20180508,19,,
FH,57,12,20180606,FH-57-12-20180606,4,,
FH,57,12,20180919,FH-57-12-20180919,34,,
FH,57,12,20181003,FH-57-12-20181003,38,,
FH,57,12,20181015,FH-57-12-20181015,30,,
FH,57,12,20181030,FH-57-12-20181030,3,,
FH,57,12,20181128,FH-57-12-20181128,3,,
FH,57,10,20190227,FH-57-10-20190227,4,,
FH,57,10,20190313,FH-57-10-20190313,8,,
FH,57,10,20190327,FH-57-10-20190327,29,,
FH,57,10,20190410,FH-57-10-20190410,72,,
FH,57,10,20190424,FH-57-10-20190424,18,,
FH,57,10,20190508,FH-57-10-20190508,6,,
FH,57,10,20190523,FH-57-10-20190523,20,,
FH,57,10,20190605,FH-57-10-20190605,15,,
FH,57,12,20190313,FH-57-12-20190313,5,,
FH,57,12,20190327,FH-57-12-20190327,33,,
FH,57,12,20190410,FH-57-12-20190410,117,,
FH,57,12,20190424,FH-57-12-20190424,73,,
FH,57,12,20190508,FH-57-12-20190508,7,,
FH,57,12,20190523,FH-57-12-20190523,70,,
FH,57,12,20190605,FH-57-12-20190605,6,,
FH,58,7,20190607,FH-58-07-20190607,1,,
FH,58,8,20190607,FH-58-08-20190607,20,,
FH,60,7,20180216,FH-60-07-20180216,6,,
FH,60,7,20180420,FH-60-07-20180420,5,,
FH,60,8,20180216,FH-60-08-20180216,9,,
FH,60,8,20180420,FH-60-08-20180420,15,,
